0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.769710435888408685e-04,1.484133758771548741e-03,3.782729048463560721e-03
1.690394377675420680e-03,1.542324520840639742e-04,-2.404751441005995288e-03
-2.448255420966602056e-05,-2.292651979673022977e-02,-4.636686684322138124e-03
-1.000095749650395036e-02,-3.824878758312308391e-02,1.605278942172107932e-04
-4.331914245158908355e-02,-5.360283248919675211e-03,-4.312187031275178939e-02
-3.654245709423990015e-03,-8.965760933056187137e-04,-7.889995011661220942e-03
-2.742441134207697096e-05,-1.281585460712974904e-02,-8.239137200364064426e-03
-3.737141979641608099e-03,-5.198596375411613027e-03,1.624491183111093605e-03
3.500549587743657931e-03,3.446129533177048985e-03,7.113109350852444591e-03
3.833438468169871570e-03,8.495926322065741262e-03,7.307667518088538545e-03
7.023092256360188163e-03,5.383717311324196127e-03,6.141099690417151959e-03
8.501770157927229093e-03,1.568533978732159330e-03,1.807035944058956248e-03
8.167462103280092710e-05,7.275019895338000870e-05,9.568803737832972962e-05
3.954571488184384126e-05,6.977358900258635291e-05,5.823982322716173482e-05
6.572717520045396017e-05,1.611955659364142860e-05,2.459196499275837172e-05
2.871916806074572697e-05,9.018685327312692601e-05,1.093070850200811197e-05
5.153557042207798091e-05,1.079312855538712326e-04,1.409878807459627036e-04
